semantic_type,clique_preferred_id,clique_preferred_label,clique_biolink_type,change_kind,added_kind,added_id,added_id_label,added_id_biolink_type,equivalent_ids
anatomy,CL:0000166,chromaffin cell,biolink:Cell,expanded,promoted,EMAPA:18428,adrenal medulla,biolink:AnatomicalEntity,CL:0000166|UMLS:C0001629|UMLS:C0376604|NCIT:C12397|NCIT:C12554|MESH:D000313|MESH:D019439|UBERON:0001236|SNOMEDCT:38254008|AAO:0011010|EFO:0000852|EMAPA:18428|EV:0100137|FMA:15633|FMA:69263|GAID:451|MA:0000119|MAT:0000495|SCTID:362585001|VHOG:0001378|Wikipedia:Adrenal_medulla|XAO:0000166
anatomy,GO:0042600,egg chorion,biolink:CellularComponent,expanded,promoted,EMAPA:16112,chorion,biolink:AnatomicalEntity,GO:0042600|MESH:D002823|UMLS:C0008503|UMLS:C1516505|NCIT:C34122|NCIT:C34124|SNOMEDCT:74439004|UBERON:0003124|EFO:0002780|EHDAA2:0000245|EHDAA:150|EMAPA:16112|EV:0100121|FMA:305900|FMA:80224|GAID:1299|VHOG:0000200|Wikipedia:Chorion
anatomy,UBERON:0000002,uterine cervix,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:29927,cervix uteri,biolink:AnatomicalEntity,UBERON:0000002|UMLS:C0007874|MESH:D002584|NCIT:C12311|EFO:0000979|EMAPA:29927|EV:0100114|FMA:17740|GAID:376|MA:0000392|MAT:0000292|SCTID:181453009|SNOMEDCT:71252005|VHOG:0001359|Wikipedia:Cervix|galen:CervixUteri
anatomy,UBERON:0000003,naris,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:17847,naris,biolink:AnatomicalEntity,UBERON:0000003|AAO:0000311|EHDAA2:0001225|EHDAA:9083|EMAPA:17847|MA:0000282|SCTID:272650008|VHOG:0000663|galen:Naris
anatomy,UBERON:0000004,nose,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16542,nose,biolink:AnatomicalEntity,UBERON:0000004|UMLS:C0028429|MESH:D009666|NCIT:C12756|NCIT:C27958|EHDAA2:0001274|EHDAA:1502|EMAPA:16542|EV:0100037|EV:0100370|FMA:46472|GAID:77|MA:0000281|MAT:0000139|MIAA:0000139|SCTID:181195007|SNOMEDCT:45206002|TAO:0000047|Wikipedia:Nose|ZFA:0000047|galen:Nose
anatomy,UBERON:0000006,islet of Langerhans,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:32927,islets of Langerhans,biolink:AnatomicalEntity,UBERON:0000006|UMLS:C0022131|MESH:D007515|NCIT:C12608|AAO:0010406|EFO:0000856|EMAPA:32927|EV:0100130|FMA:16016|FMA:76489|FMA:87192|GAID:324|MA:0000127|MAT:0000076|MIAA:0000076|SNOMEDCT:78696007|VHOG:0000646|XAO:0000159
anatomy,UBERON:0000007,pituitary gland,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35998,pituitary gland,biolink:AnatomicalEntity,UBERON:0000007|UMLS:C0032005|MESH:D010902|NCIT:C12399|AAO:0010536|BIRNLEX:1353|BM:Die-Hy-HY|DHBA:10505|EFO:0000857|EHDAA2:0001471|EHDAA:2183|EHDAA:4477|EMAPA:35998|EV:0100132|FMA:13889|GAID:457|HBA:4634|MA:0000176|MAT:0000077|MIAA:0000077|SCTID:181125003|SNOMEDCT:56329008|TAO:0000118|VHOG:0000143|Wikipedia:Pituitary_gland|XAO:0000017|ZFA:0000118|neuronames:399
anatomy,UBERON:0000010,peripheral nervous system,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16665,peripheral nervous system,biolink:AnatomicalEntity,UBERON:0000010|UMLS:C0206417|UMLS:C1305921|MESH:D017933|NCIT:C12465|AAO:0000429|BILA:0000081|BIRNLEX:1111|EFO:0000891|EHDAA2:0001445|EHDAA:2893|EMAPA:16665|EV:0100335|FBbt:00005098|FMA:9903|GAID:715|MA:0000218|MAT:0000338|MIAA:0000338|SCTID:362292005|SNOMEDCT:3058005|SNOMEDCT:362292005|TAO:0000142|VHOG:0000399|Wikipedia:Peripheral_nervous_system|XAO:0000178|ZFA:0000142|neuronames:3232
anatomy,UBERON:0000011,parasympathetic nervous system,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:17270,parasympathetic nervous system,biolink:AnatomicalEntity,UBERON:0000011|UMLS:C0030510|UMLS:C1305770|MESH:D010275|NCIT:C12764|AAO:0010488|BIRNLEX:2517|EFO:0000894|EHDA:10096|EHDAA2:0001402|EHDAA:4655|EMAPA:17270|FMA:9907|GAID:708|MA:0000223|MAT:0000101|MIAA:0000101|SCTID:362496006|SNOMEDCT:23424009|SNOMEDCT:362496006|TAO:0001575|VHOG:0000755|Wikipedia:Parasympathetic_nervous_system|ZFA:0001575
anatomy,UBERON:0000013,sympathetic nervous system,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16985,sympathetic nervous system,biolink:AnatomicalEntity,UBERON:0000013|UMLS:C0039044|UMLS:C1269646|MESH:D013564|NCIT:C12795|AAO:0010487|BIRNLEX:2516|EFO:0000893|EHDAA2:0001971|EHDAA:3769|EMAPA:16985|FMA:9906|GAID:710|MA:0000225|MIAA:0000100|SCTID:362484004|SNOMEDCT:362484004|SNOMEDCT:68365008|TAO:0001576|VHOG:0000384|Wikipedia:Sympathetic_nervous_system|ZFA:0001576
anatomy,UBERON:0000016,endocrine pancreas,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35305,endocrine pancreas,biolink:AnatomicalEntity,UBERON:0000016|NCIT:C32509|EFO:0002542|EMAPA:35305|EV:0100129|MA:0001582|SCTID:361339003|TAO:0001260|VHOG:0000049|ZFA:0001260
anatomy,UBERON:0000017,exocrine pancreas,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35328,exocrine pancreas,biolink:AnatomicalEntity,UBERON:0000017|UMLS:C0553695|MESH:D046790|NCIT:C32546|AAO:0010407|EMAPA:35328|EV:0100093|FMA:16017|MA:0002415|SCTID:248202004|SNOMEDCT:20023005|TAO:0001249|VHOG:0000048|Wikipedia:Exocrine_component_of_pancreas|XAO:0000137|ZFA:0001249
anatomy,UBERON:0000019,camera-type eye,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16198,eye,biolink:AnatomicalEntity,UBERON:0000019|UMLS:C0015392|UMLS:C1280202|NCIT:C12401|AAO:0010340|BIRNLEX:1169|EHDAA2:0000484|EHDAA:936|EMAPA:16198|FMA:12513|MA:0000261|SCTID:181143004|SNOMEDCT:81745001|TAO:0000107|VHOG:0000275|XAO:0000179|ZFA:0000107
anatomy,UBERON:0000020,sense organ,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35955,sensory organ,biolink:AnatomicalEntity,UBERON:0000020|UMLS:C0036665|UMLS:C0935626|MESH:D012679|NCIT:C33224|AEO:0000094|BSA:0000121|EHDAA2:0001824|EHDAA:500|EMAPA:35955|FBbt:00005155|FMA:75259|FMA:7648|GAID:63|HAO:0000930|MA:0000017|SCTID:244485009|VHOG:0001407|WBbt:0006929
anatomy,UBERON:0000026,appendage,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:37283,appendage,biolink:AnatomicalEntity,UBERON:0000026|UMLS:C0598782|NCIT:C61460|AEO:0000193|BILA:0000018|CARO:0010003|EFO:0000799|EHDAA2:0003193|EMAPA:37283|EV:0100155|FBbt:00007000|HAO:0000144|MAT:0000023|MIAA:0000023|VSAO:0000075|Wikipedia:Appendage|XAO:0000218
anatomy,UBERON:0000029,lymph node,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35523,lymph node,biolink:AnatomicalEntity,UBERON:0000029|UMLS:C0024204|MESH:D008198|NCIT:C12745|NCIT:C33027|EFO:0000872|EMAPA:35523|EV:0100050|FMA:5034|GAID:947|MA:0000139|MAT:0000442|SCTID:181756000|SNOMEDCT:59441001|TAO_RETIRED:0005318|VHOG:0001273|Wikipedia:Lymph_node|ZFA_RETIRED:0005318|galen:Lymphnode
anatomy,UBERON:0000031,lamina propria of trachea,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35877,trachea lamina propria,biolink:AnatomicalEntity,UBERON:0000031|UMLS:C1710457|NCIT:C49305|EMAPA:35877|FMA:265157|MA:0001858
anatomy,UBERON:0000033,head,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:31858,head,biolink:AnatomicalEntity,UBERON:0000033|UMLS:C0018670|MESH:D006257|NCIT:C12419|AAO:0010335|AEO:0000106|BILA:0000115|BIRNLEX:1230|EFO:0000964|EHDAA2:0003106|EMAPA:31858|FMA:7154|GAID:61|HAO:0000397|MA:0000023|MAT:0000294|MIAA:0000294|SCTID:302548004|SNOMEDCT:69536005|SPD:0000016|TAO:0001114|TGMA:0000002|VHOG:0001644|WBbt:0005739|Wikipedia:Head|XAO:0003024|galen:Head
anatomy,UBERON:0000035,primary ovarian follicle,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35631,ovary primary follicle,biolink:AnatomicalEntity,UBERON:0000035|EMAPA:35631|MA:0002907|SCTID:258665002
anatomy,UBERON:0000036,secondary ovarian follicle,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35632,ovary secondary follicle,biolink:AnatomicalEntity,UBERON:0000036|EMAPA:35632|MA:0002908
anatomy,UBERON:0000037,tertiary ovarian follicle,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:30763,ovary tertiary follicle,biolink:AnatomicalEntity,UBERON:0000037|UMLS:C0600225|NCIT:C32692|EMAPA:30763|FMA:18641|MA:0002909|SCTID:362261008|SNOMEDCT:64104009
anatomy,UBERON:0000039,follicular antrum,biolink:AnatomicalEntity,expanded,promoted,EMAPA:37867,ovary follicular antrum,biolink:AnatomicalEntity,UBERON:0000039|EMAPA:37867|Wikipedia:Follicular_antrum
anatomy,UBERON:0000043,tendon,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35854,tendon,biolink:AnatomicalEntity,UBERON:0000043|UMLS:C0039508|MESH:D013710|NCIT:C13045|AEO:0000091|EHDAA2:0003091|EMAPA:35854|EV:0100149|FMA:9721|GAID:276|MA:0000115|SCTID:256667004|SNOMEDCT:13024002|VHOG:0001286|VSAO:0000073|Wikipedia:Tendon|XAO:0000173|ZFA:0005647|galen:Tendon
anatomy,UBERON:0000044,dorsal root ganglion,biolink:AnatomicalEntity,expanded,promoted,EMAPA:18372,tail dorsal root ganglion,biolink:AnatomicalEntity,UBERON:0000044|UMLS:C0017070|MESH:D005727|NCIT:C12462|EMAPA:18372|ZFA:0000200|FMA:5888|FMA:70767|AAO:0011032|BIRNLEX:2596|BIRNLEX:2598|EFO:0000900|EHDAA2:0000418|EHDAA2:0001897|EHDAA:2899|EV:0100373|MA:0000231|MA:0000232|MAT:0000162|MIAA:0000162|SCTID:244455004|SNOMEDCT:71710004|TAO:0000200|VHOG:0000222|Wikipedia:Dorsal_root_ganglion|XAO:0000210
anatomy,UBERON:0000045,ganglion,biolink:AnatomicalEntity,expanded,promoted,EMAPA:32846,ganglion,biolink:AnatomicalEntity,UBERON:0000045|UMLS:C0017067|MESH:D005724|NCIT:C12719|EMAPA:32846|ZFA:0000190|WBbt:0005189|FMA:5884|AAO:0010426|AEO:0000135|EFO:0000899|EHDAA2:0003135|EHDAA:2897|EHDAA:4662|EHDAA:5621|EHDAA:918|EV:0100372|MA:0002406|MAT:0000207|MAT:0000343|MIAA:0000207|MIAA:0000343|NLXANAT:100302|SNOMEDCT:64274004|TAO:0000190|TGMA:0001016|VHOG:0000156|Wikipedia:Ganglion|XAO:0000209
anatomy,UBERON:0000052,fornix of brain,biolink:AnatomicalEntity,expanded,promoted,EMAPA:35352,fornix,biolink:AnatomicalEntity,UBERON:0000052|UMLS:C0152334|UMLS:C0458370|MESH:D020712|NCIT:C32289|EMAPA:35352|FMA:61965|BIRNLEX:705|DHBA:10576|DMBA:17767|HBA:9249|MA:0002747|SCTID:279302004|SNOMEDCT:279302004|SNOMEDCT:87463005|Wikipedia:fornix_of_brain|neuronames:268
anatomy,UBERON:0000053,macula lutea,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:36516,macula of retina,biolink:AnatomicalEntity,UBERON:0000053|UMLS:C0450295|UMLS:C1284755|MESH:D008266|NCIT:C26464|NCIT:C33044|BIRNLEX:2540|EMAPA:36516|EV:0100349|FMA:58637|GAID:909|MA:0001306|SCTID:362517001|SNOMEDCT:362517001|SNOMEDCT:82859000|Wikipedia:Macula_of_retina
anatomy,UBERON:0000056,ureter,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:17950,ureter,biolink:AnatomicalEntity,UBERON:0000056|UMLS:C0041951|MESH:D014513|NCIT:C12416|AAO:0010254|EFO:0000930|EHDAA2:0002139|EHDAA:9341|EMAPA:17950|EV:0100097|FMA:9704|GAID:438|MA:0000378|MAT:0000120|MIAA:0000120|SCTID:302511008|SNOMEDCT:87953007|VHOG:0000605|Wikipedia:Ureter|XAO:0000144|galen:Ureter
anatomy,UBERON:0000057,urethra,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:30901,urethra,biolink:AnatomicalEntity,UBERON:0000057|UMLS:C0041967|MESH:D014521|NCIT:C12417|EFO:0000931|EMAPA:30901|EV:0100099|FMA:19667|GAID:390|MA:0000379|MAT:0000121|MIAA:0000121|SCTID:302513006|SNOMEDCT:13648007|VHOG:0001264|Wikipedia:Urethra|XAO:0000153|galen:Urethra
anatomy,UBERON:0000059,large intestine,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:19252,large intestine,biolink:AnatomicalEntity,UBERON:0000059|UMLS:C0021851|MESH:D007420|NCIT:C12379|AAO:0010396|EFO:0000840|EMAPA:19252|EV:0100077|FMA:7201|GAID:306|MA:0000333|MIAA:0000046|SCTID:181254001|SNOMEDCT:14742008|VHOG:0000054|Wikipedia:Large_intestine_(anatomy)|XAO:0000131|galen:LargeIntestine
anatomy,UBERON:0000061,anatomical structure,biolink:AnatomicalEntity,expanded,promoted,EMAPA:0,Anatomical structure,biolink:AnatomicalEntity,UBERON:0000061|UMLS:C0003058|MESH:D000825|EMAPA:0|ZFA:0000037|FBbt:00007001|AAO:0010825|AEO:0000003|BILA:0000003|CARO:0000003|EHDAA2:0003003|FAO:0000001|GAID:781|HAO:0000003|MA:0003000|SCTID:362889002|TAO:0000037|TGMA:0001823|VHOG:0001759|XAO:0003000
anatomy,UBERON:0000062,organ,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35949,organ,biolink:AnatomicalEntity,UBERON:0000062|UMLS:C0178784|NCIT:C13018|BIRNLEX:4|CARO:0020004|EFO:0000634|EMAPA:35949|ENVO:01000162|FMA:67498|MA:0003001|SCTID:272625005|WBbt:0003760|Wikipedia:Organ_(anatomy)
anatomy,UBERON:0000065,respiratory tract,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16737,respiratory tract,biolink:AnatomicalEntity,UBERON:0000065|EHDAA2:0001606|EHDAA:1568|EHDAA:2219|EMAPA:16737|SCTID:361110005|VHOG:0000393
anatomy,UBERON:0000076,external ectoderm,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16096,surface ectoderm,biolink:AnatomicalEntity,UBERON:0000076|UMLS:C1515087|NCIT:C34309|EHDAA2:0001968|EHDAA:1494|EHDAA:350|EHDAA:4784|EHDAA:4790|EHDAA:4796|EHDAA:7860|EMAPA:16096|FMA:312910|Wikipedia:External_ectoderm
anatomy,UBERON:0000079,male reproductive system,biolink:AnatomicalEntity,expanded,promoted,EMAPA:17968,male reproductive system,biolink:AnatomicalEntity,UBERON:0000079|UMLS:C0017422|UMLS:C1963704|MESH:D005837|NCIT:C12722|NCIT:C61599|EMAPA:17968|FBbt:00004927|FMA:45664|EFO:0000970|EHDAA2:0001054|EHDAA:8136|EV:0100101|GAID:386|HAO:0000505|MA:0000396|SCTID:361340001|SNOMEDCT:127903009|SNOMEDCT:90264002|TGMA:0000634|VHOG:0000725|Wikipedia:Male_reproductive_system_(human)|XAO:0000155
anatomy,UBERON:0000080,mesonephros,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16744,mesonephros,biolink:AnatomicalEntity,UBERON:0000080|UMLS:C0025492|MESH:D008650|NCIT:C26467|AAO:0010384|EFO:0000928|EHDAA2:0001130|EHDAA:1581|EHDAA:5903|EMAPA:16744|FMA:72171|GAID:1308|SCTID:308799002|SNOMEDCT:21241002|TAO:0000529|VHOG:0000038|Wikipedia:Mesonephros|XAO:0000141|ZFA:0000529
anatomy,UBERON:0000081,metanephros,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:17373,metanephros,biolink:AnatomicalEntity,UBERON:0000081|UMLS:C0231049|MESH:C000729049|NCIT:C34209|EHDAA2:0001137|EHDAA:3089|EHDAA:5911|EMAPA:17373|EMAPA_RETIRED:17207|FMA:72172|SCTID:308797000|SNOMEDCT:18345004|VHOG:0000039|Wikipedia:Metanephros#Metanephros
anatomy,UBERON:0000083,mesonephric tubule,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16747,mesonephric tubule,biolink:AnatomicalEntity,UBERON:0000083|AAO:0010389|EHDAA2:0001134|EMAPA:16747|VHOG:0000500|Wikipedia:Mesonephric_tubules|XAO:0000148
anatomy,UBERON:0000084,ureteric bud,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:17209,ureteric bud,biolink:AnatomicalEntity,UBERON:0000084|UMLS:C1284058|MESH:C000729068|NCIT:C34207|EHDAA2:0002140|EHDAA:3091|EHDAA:5917|EMAPA:17209|FMA:326180|SCTID:361528000|SNOMEDCT:361528000|VHOG:0000541|Wikipedia:Ureteric_bud
anatomy,UBERON:0000086,zona pellucida,biolink:AnatomicalEntity,expanded,promoted,EMAPA:16035,zona pellucida,biolink:AnatomicalEntity,UBERON:0000086|UMLS:C0043519|MESH:D015044|NCIT:C33896|EMAPA:16035|ZFA:0001111|FMA:18674|EHDAA2:0002220|EHDAA:31|EHDAA:62|GAID:410|MA:0001715|TAO:0001111|Wikipedia:Zona_pellucida
anatomy,UBERON:0000087,inner cell mass,biolink:AnatomicalEntity,expanded,promoted,EMAPA:16041,inner cell mass,biolink:AnatomicalEntity,UBERON:0000087|UMLS:C1283994|NCIT:C13740|EMAPA:16041|FMA:305872|FMA:86557|EFO:0000547|EHDAA2:0000830|EHDAA:40|SCTID:361456007|SNOMEDCT:361456007|VHOG:0000742|Wikipedia:Inner_cell_mass
anatomy,UBERON:0000089,hypoblast (generic),biolink:AnatomicalEntity,expanded,promoted,EMAPA:32762,mesendoderm,biolink:AnatomicalEntity,UBERON:0000089|UMLS:C1512561|NCIT:C34190|EMAPA:32762|ZFA:0000117|AAO:0000229|AAO:0010619|EFO:0001930|MAT:0000418|MIAA:0000418|TAO:0000117|VHOG:0001222|XAO:0003044
anatomy,UBERON:0000090,blastocele,biolink:AnatomicalEntity,expanded,promoted,EMAPA:16044,blastocoelic cavity,biolink:AnatomicalEntity,UBERON:0000090|EMAPA:16044|AAO:0010433|EHDAA2:0000175|EHDAA:50|SCTID:361455006|VHOG:0000811|Wikipedia:Blastocele|XAO:0000294
anatomy,UBERON:0000101,lobe of lung,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:36281,lung lobe,biolink:AnatomicalEntity,UBERON:0000101|UMLS:C0225752|NCIT:C34021|EMAPA:36281|FMA:7311|MA:0003098|SCTID:245524004|SNOMEDCT:31094006|galen:LobeOfLung
anatomy,UBERON:0000114,lung connective tissue,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35521,lung connective tissue,biolink:AnatomicalEntity,UBERON:0000114|EMAPA:35521|MA:0001782|SCTID:201609008
anatomy,UBERON:0000115,lung epithelium,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:32860,lung epithelium,biolink:AnatomicalEntity,UBERON:0000115|EMAPA:32860|MA:0001783
anatomy,UBERON:0000117,respiratory tube,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:37946,respiratory conducting tube,biolink:AnatomicalEntity,UBERON:0000117|EMAPA:37946
anatomy,UBERON:0000121,perineurium,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:37849,perineurium,biolink:AnatomicalEntity,UBERON:0000121|UMLS:C0205890|UMLS:C1518983|NCIT:C33302|NCIT:C41407|EMAPA:37849|FMA:52585|NLXANAT:090205|SCTID:362299001|SNOMEDCT:68661006|Wikipedia:Perineurium
anatomy,UBERON:0000123,endoneurium,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:37847,endoneurium,biolink:AnatomicalEntity,UBERON:0000123|UMLS:C0205888|NCIT:C32518|EMAPA:37847|FMA:52586|NLXANAT:090202|SCTID:15931004|SNOMEDCT:15931004|Wikipedia:Endodeurium
anatomy,UBERON:0000124,epineurium,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:37848,epineurium,biolink:AnatomicalEntity,UBERON:0000124|UMLS:C0205889|NCIT:C32528|EMAPA:37848|FMA:12234|NLXANAT:090203|SCTID:64482002|SNOMEDCT:64482002|Wikipedia:Epineurium
anatomy,UBERON:0000126,cranial nerve nucleus,biolink:AnatomicalEntity,expanded,promoted,EMAPA:37066,cranial nerve nucleus,biolink:AnatomicalEntity,UBERON:0000126|EMAPA:37066|NLX:28532|SCTID:280160003|Wikipedia:Cranial_nerve_nucleus
anatomy,UBERON:0000127,facial nucleus,biolink:AnatomicalEntity,expanded,promoted,EMAPA:35338,facial nucleus,biolink:AnatomicalEntity,UBERON:0000127|UMLS:C0228740|MESH:D065828|NCIT:C12898|EMAPA:35338|FMA:54572|FMA:54582|BM:Pons-VII|DHBA:12420|EHDAA2:0004638|EV:0100267|MA:0001014|SCTID:280166009|SNOMEDCT:280166009|VHOG:0001412
anatomy,UBERON:0000130,transverse foramen,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:36272,foramen transversarium,biolink:AnatomicalEntity,UBERON:0000130|EMAPA:36272|SCTID:280735005|Wikipedia:Transverse_foramen
anatomy,UBERON:0000155,theca cell layer,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35636,ovary theca,biolink:AnatomicalEntity,UBERON:0000155|EFO:0003629|EMAPA:35636|MA:0001712|SCTID:361385000|TAO:0001113|Wikipedia:Theca_of_follicle|ZFA:0001113
anatomy,UBERON:0000159,anal canal,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:18256,anal canal,biolink:AnatomicalEntity,UBERON:0000159|UMLS:C0227411|MESH:D001003|NCIT:C12375|EMAPA:18256|FMA:15703|MA:0000330|SCTID:245438008|SNOMEDCT:34381000|Wikipedia:Anal_canal|galen:AnalCanal
anatomy,UBERON:0000160,intestine,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:32874,intestine,biolink:AnatomicalEntity,UBERON:0000160|UMLS:C0021853|MESH:D007422|NCIT:C12736|NCIT:C25266|AAO:0000246|ANISEED:1235303|BSA:0000093|EFO:0000834|EMAPA:32874|EV:0100071|FMA:7199|GAID:295|MA:0000328|MA:0001524|MIAA:0000043|SCTID:256876008|SNOMEDCT:113276009|TAO:0001338|VHOG:0000056|WBbt:0005772|Wikipedia:Intestine|XAO:0000129|ZFA:0001338|galen:Intestine
anatomy,UBERON:0000163,embryonic cloaca,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:27573,cloaca,biolink:AnatomicalEntity,UBERON:0000163|EHDAA2:0000256|EHDAA:4895|EMAPA:27573|Wikipedia:Cloaca_(embryology)
anatomy,UBERON:0000164,primitive urogenital sinus,biolink:AnatomicalEntity,expanded,promoted,EMAPA:17379,urogenital sinus,biolink:AnatomicalEntity,UBERON:0000164|UMLS:C0231057|NCIT:C34322|EMAPA:17379|FMA:325904|EHDAA2:0004060|EHDAA:5029|EHDAA:5919|SCTID:50961009|SNOMEDCT:50961009|VHOG:0000414|Wikipedia:Definitive_urogenital_sinus
anatomy,UBERON:0000165,mouth,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:16262,oral region,biolink:AnatomicalEntity,UBERON:0000165|AAO:0010355|EFO:0000825|EHDAA2:0001326|EHDAA:542|EMAPA:16262|FBbt:00003126|GAID:75|MA:0000341|MA:0002474|MAT:0000038|MIAA:0000038|SCTID:21082005|TADS:0000040|TAO:0000547|TAO:0000590|TGMA:0000131|VHOG:0000280|VHOG:0000812|Wikipedia:Mouth|XAO:0003029|ZFA:0000547|ZFA:0000590|galen:Mouth
anatomy,UBERON:0000167,oral cavity,biolink:AnatomicalEntity,expanded,promoted,EMAPA:17411,oral cavity,biolink:AnatomicalEntity,UBERON:0000167|UMLS:C0226896|MESH:D009055|NCIT:C12421|EMAPA:17411|ZFA:0001027|WBbt:0005255|FMA:20292|AAO:0000053|AAO:0000960|BSA:0000107|EFO:0001975|EHDAA2:0001324|EHDAA:6970|EV:0100057|HAO:0000669|SCTID:181220002|SNOMEDCT:74262004|TAO:0001027|TGMA:0000102|VHOG:0000188|XAO:0000126
anatomy,UBERON:0000173,amniotic fluid,biolink:AnatomicalEntity,expanded,promoted,EMAPA:36771,amniotic fluid,biolink:AnatomicalEntity,UBERON:0000173|UMLS:C0002638|MESH:D000653|NCIT:C13188|EMAPA:36771|ENVO:02000021|EV:0100123|GAID:1155|MA:0002893|VHOG:0001267
anatomy,UBERON:0000178,blood,biolink:AnatomicalEntity,expanded,promoted,EMAPA:16332,blood,biolink:AnatomicalEntity,UBERON:0000178|UMLS:C0005767|MESH:D001769|NCIT:C12434|EMAPA:16332|ZFA:0000007|AAO:0000046|EFO:0000296|EHDAA2:0000176|EHDAA:418|ENVO:02000027|EV:0100047|GAID:965|MA:0000059|MIAA:0000315|TAO:0000007|VHOG:0000224|Wikipedia:Blood|XAO:0000124|galen:Blood
anatomy,UBERON:0000209,tetrapod frontal bone,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:19016,frontal bone,biolink:AnatomicalEntity,UBERON:0000209|UMLS:C0016732|MESH:D005624|NCIT:C32635|AAO:0000206|EMAPA:19016|FMA:52734|GAID:226|MA:0001466|SCTID:181793006|SNOMEDCT:74872008|VSAO:0000208|Wikipedia:Frontal_bone
anatomy,UBERON:0000210,tetrapod parietal bone,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:18715,parietal bone,biolink:AnatomicalEntity,UBERON:0000210|UMLS:C0030558|MESH:D010294|NCIT:C12766|AAO:0000390|EMAPA:18715|FMA:9613|GAID:229|MA:0001469|SCTID:181794000|SNOMEDCT:24924006|VHOG:0001326|Wikipedia:Parietal_bone
anatomy,UBERON:0000211,ligament,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:35493,ligament,biolink:AnatomicalEntity,UBERON:0000211|UMLS:C0023685|MESH:D008022|NCIT:C13046|EFO:0001966|EMAPA:35493|FMA:30319|FMA:70773|MA:0000113|SCTID:182358004|SNOMEDCT:52082005|TAO:0001682|VHOG:0001272|Wikipedia:Ligament|XAO:0004031|ZFA:0001675|galen:Ligament
anatomy,UBERON:0000301,amniotic cavity,biolink:AnatomicalEntity,expanded,promoted,EMAPA:16079,amniotic cavity,biolink:AnatomicalEntity,UBERON:0000301|UMLS:C0230976|NCIT:C34102|EMAPA:16079|FMA:63941|EHDAA2:0000119|EHDAA:83|SCTID:280366002|SNOMEDCT:65022003|VHOG:0000855|Wikipedia:Amniotic_cavity
anatomy,UBERON:0000303,adductor longus,biolink:GrossAnatomicalStructure,expanded,promoted,EMAPA:36220,adductor longus,biolink:AnatomicalEntity,UBERON:0000303|AAO:0010034|EMAPA:36220|SCTID:181686003|Wikipedia:Adductor_longus_muscle
