compendium,before_leader,before_size,destination,destination_kind,after_size,member_count,example_members
Disease.txt,MONDO:0000088,17,(dropped),dropped,0,2,MEDDRA:10044701;MEDDRA:10058084
Disease.txt,MONDO:0000088,17,MONDO:0000088,kept,15,15,HP:0000826;MEDDRA:10000359;MEDDRA:10000360;MEDDRA:10014054;MEDDRA:10026944
Disease.txt,MONDO:0000127,8,(dropped),dropped,0,1,MEDDRA:10063361
Disease.txt,MONDO:0000127,8,MONDO:0000127,kept,7,7,DOID:0111724;MONDO:0000127;OMIM.PS:231050;SNOMEDCT:28557005;UMLS:C3489726
Disease.txt,MONDO:0000330,11,(dropped),dropped,0,1,MEDDRA:10028282
Disease.txt,MONDO:0000330,11,MONDO:0000330,kept,10,10,DOID:0050481;MEDDRA:10028281;MEDDRA:10039133;MESH:D014437;MONDO:0000330
Disease.txt,MONDO:0000645,8,(dropped),dropped,0,1,MEDDRA:10053865
Disease.txt,MONDO:0000645,8,MONDO:0000645,kept,7,7,DOID:0060111;MONDO:0000645;NCIT:C4517;SNOMEDCT:92100009;UMLS:C0346190
Disease.txt,MONDO:0000703,10,(dropped),dropped,0,1,MEDDRA:10048928
Disease.txt,MONDO:0000703,10,MONDO:0000703,kept,9,9,DOID:0060183;EFO:1001293;ICD10:K52.831;MESH:D046729;MONDO:0000703
Disease.txt,MONDO:0000704,11,(dropped),dropped,0,1,MEDDRA:10025268
Disease.txt,MONDO:0000704,11,MONDO:0000704,kept,10,10,DOID:0060184;EFO:1001294;ICD10:K52.832;MESH:D046730;MONDO:0000704
Disease.txt,MONDO:0000705,26,(dropped),dropped,0,1,MEDDRA:10009657
Disease.txt,MONDO:0000705,26,MONDO:0000705,kept,25,25,DOID:0060185;HP:0032168;ICD10:A04.7;MEDDRA:10006833;MEDDRA:10009899
Disease.txt,MONDO:0000709,14,(moved-to-other-compendium),moved,0,4,HP:0032564;MEDDRA:10021312;NCIT:C84782;UMLS:C0020877
Disease.txt,MONDO:0000709,14,MONDO:0000709,kept,10,10,DOID:0060189;MEDDRA:10011406;MEDDRA:10021314;MESH:D007079;MONDO:0000709
Disease.txt,MONDO:0000739,8,(dropped),dropped,0,1,MEDDRA:10051962
Disease.txt,MONDO:0000739,8,MONDO:0000739,kept,7,7,DOID:0060310;ICD10:K12.2;MONDO:0000739;NCIT:C128385;SNOMEDCT:300932000
Disease.txt,MONDO:0000740,11,(dropped),dropped,0,1,MEDDRA:10001229
Disease.txt,MONDO:0000740,11,MONDO:0000740,kept,10,10,DOID:0060311;HP:0040261;ICD10:J35.2;ICD9:474.12;MONDO:0000740
Disease.txt,MONDO:0000827,15,(dropped),dropped,0,1,MEDDRA:10039447
Disease.txt,MONDO:0000827,15,MONDO:0000827,kept,14,14,DOID:0060859;ICD10:A02.0;ICD9:003.0;MEDDRA:10039430;MEDDRA:10039436
Disease.txt,MONDO:0000845,13,(dropped),dropped,0,1,MEDDRA:10016664
Disease.txt,MONDO:0000845,13,MONDO:0000845,kept,12,12,DOID:0080031;HP:0010734;MESH:D005357;MONDO:0000845;NCIT:C34609
Disease.txt,MONDO:0000889,17,MONDO:0000889,kept,14,14,DOID:0080179;EFO:1000955;ICD10:G00.0;ICD9:320.0;MEDDRA:10018955
Disease.txt,MONDO:0000889,17,UMLS:C0276028,regrouped,3,3,MEDDRA:10018953;MEDDRA:10060626;UMLS:C0276028
Disease.txt,MONDO:0001347,11,(dropped),dropped,0,1,MEDDRA:10064087
Disease.txt,MONDO:0001347,11,MONDO:0001347,kept,10,10,DOID:11727;ICD10:G71.02;MESH:D020391;MONDO:0001347;NCIT:C84704
Disease.txt,MONDO:0001444,13,(dropped),dropped,0,1,MEDDRA:10001935
Disease.txt,MONDO:0001444,13,MONDO:0001444,kept,12,12,DOID:12140;ICD10:B57;KEGG.DISEASE:05142;MEDDRA:10008384;MEDDRA:10044706
Disease.txt,MONDO:0001561,21,MONDO:0001561,kept,16,16,DOID:12639;DOID:3122;EFO:0009626;HP:0002021;ICD10:K31.1
Disease.txt,MONDO:0001561,21,UMLS:C0162651,regrouped,5,5,MEDDRA:10029968;MEDDRA:10062499;SNOMEDCT:244815007;UMLS:C0162651;UMLS:C1541124
Disease.txt,MONDO:0001569,13,(dropped),dropped,0,1,MEDDRA:10000523
Disease.txt,MONDO:0001569,13,MONDO:0001569,kept,12,12,DOID:12689;HP:0009588;MEDDRA:10000522;MEDDRA:10048925;MEDDRA:10083886
Disease.txt,MONDO:0001586,9,(dropped),dropped,0,1,MEDDRA:10056886
Disease.txt,MONDO:0001586,9,MONDO:0001586,kept,8,8,DOID:12802;MESH:D008059;MONDO:0001586;NCIT:C85053;SNOMEDCT:75610003
Disease.txt,MONDO:0001882,9,(dropped),dropped,0,1,MEDDRA:10004056
Disease.txt,MONDO:0001882,9,MONDO:0001882,kept,8,8,DOID:1412;HP:0012461;ICD10:R82.71;MESH:D001437;MONDO:0001882
Disease.txt,MONDO:0001956,14,(dropped),dropped,0,1,MEDDRA:10007196
Disease.txt,MONDO:0001956,14,MONDO:0001956,kept,13,13,DOID:14400;EFO:1001284;HP:0030005;MEDDRA:10068429;MESH:D019559
Disease.txt,MONDO:0001971,12,(dropped),dropped,0,1,MEDDRA:10016221
Disease.txt,MONDO:0001971,12,MONDO:0001971,kept,11,11,DOID:14453;ICD10:J67.0;ICD9:495.0;MEDDRA:10016222;MEDDRA:10073657
Disease.txt,MONDO:0001999,11,(dropped),dropped,0,1,MEDDRA:10065151
Disease.txt,MONDO:0001999,11,MONDO:0001999,kept,10,10,DOID:14557;ICD10:I27.0;ICD9:416.0;MONDO:0001999;NCIT:C168400
Disease.txt,MONDO:0002142,18,(dropped),dropped,0,1,MEDDRA:10025552
Disease.txt,MONDO:0002142,18,MONDO:0002142,kept,17,17,DOID:1907;EFO:1001972;MEDDRA:10016665;MEDDRA:10025553;MEDDRA:10025556
Disease.txt,MONDO:0002145,10,(dropped),dropped,0,1,MEDDRA:10070597
Disease.txt,MONDO:0002145,10,MONDO:0002145,kept,9,9,DOID:1923;MESH:D012734;MONDO:0002145;NCIT:C103186;SNOMEDCT:39179006
Disease.txt,MONDO:0002158,12,(dropped),dropped,0,1,MEDDRA:10025915
Disease.txt,MONDO:0002158,12,MONDO:0002158,kept,11,11,DOID:1964;ICD10:C57.0;ICD9:183.2;MEDDRA:10016181;MEDDRA:10025913
Disease.txt,MONDO:0002412,15,(dropped),dropped,0,1,MEDDRA:10061990
Disease.txt,MONDO:0002412,15,MONDO:0002412,kept,14,14,DOID:0050728;DOID:2747;ICD9:271.0;MEDDRA:10018463;MEDDRA:10018465
Disease.txt,MONDO:0002413,14,(dropped),dropped,0,1,MEDDRA:10018464
Disease.txt,MONDO:0002413,14,MONDO:0002413,kept,13,13,DOID:0081329;ICD10:E74.01;MEDDRA:10045239;MEDDRA:10047711;MEDDRA:10057085
Disease.txt,MONDO:0002441,10,(dropped),dropped,0,1,MEDDRA:10057936
Disease.txt,MONDO:0002441,10,MONDO:0002441,kept,9,9,DOID:2842;MESH:D029593;MONDO:0002441;NCIT:C84793;OMIM.PS:220400
Disease.txt,MONDO:0002457,14,(dropped),dropped,0,1,MEDDRA:10051456
Disease.txt,MONDO:0002457,14,MONDO:0002457,kept,13,13,DOID:2908;HP:0005321;ICD10:Q75.4;MEDDRA:10044554;MEDDRA:10051464
Disease.txt,MONDO:0002474,17,(moved-to-other-compendium),moved,0,5,HP:0003159;MEDDRA:10020703;MESH:D006959;SNOMEDCT:367621000119107;UMLS:C0020500
Disease.txt,MONDO:0002474,17,MONDO:0002474,kept,12,12,DOID:2977;ICD10:E72.53;ICD10:R82.992;MEDDRA:10084111;MESH:D006960
Disease.txt,MONDO:0002525,17,(dropped),dropped,0,1,MEDDRA:10061227
Disease.txt,MONDO:0002525,17,MONDO:0002525,kept,16,16,DOID:3146;MEDDRA:10013317;MEDDRA:10024582;MEDDRA:10045807;MEDDRA:10059674
Disease.txt,MONDO:0002546,16,(dropped),dropped,0,1,MEDDRA:10029234
Disease.txt,MONDO:0002546,16,MONDO:0002546,kept,15,15,DOID:3192;DOID:955;EFO:0000693;HP:0100008;MEDDRA:10029237
Disease.txt,MONDO:0002571,12,(dropped),dropped,0,1,MEDDRA:10036685
Disease.txt,MONDO:0002571,12,MONDO:0002571,kept,11,11,DOID:3234;EFO:1000157;HP:0030069;ICD10:C83.390;ICD9:200.5
Disease.txt,MONDO:0002629,18,(dropped),dropped,0,1,MEDDRA:10031291
Disease.txt,MONDO:0002629,18,MONDO:0002629,kept,17,17,DOID:3376;HP:0002669;MEDDRA:10031244;MEDDRA:10031295;MEDDRA:10039496
Disease.txt,MONDO:0002752,9,(dropped),dropped,0,1,MEDDRA:10051938
Disease.txt,MONDO:0002752,9,MONDO:0002752,kept,8,8,DOID:3713;EFO:0006460;MONDO:0002752;NCIT:C7700;SNOMEDCT:1371416004
Disease.txt,MONDO:0003268,8,MONDO:0003268,kept,12,8,DOID:5076;MEDDRA:10074669;MONDO:0003268;NCIT:C3903;SNOMEDCT:22217002
Disease.txt,MONDO:0004241,13,(dropped),dropped,0,1,MEDDRA:10031130
Disease.txt,MONDO:0004241,13,MONDO:0004241,kept,12,12,DOID:7489;HP:0010890;ICD10:M92.52;MEDDRA:10031238;MONDO:0004241
Disease.txt,MONDO:0004604,12,(dropped),dropped,0,1,MEDDRA:10020231
Disease.txt,MONDO:0004604,12,MONDO:0004604,kept,11,11,DOID:8543;ICD10:C81.4;ICD9:201.4;MEDDRA:10020281;MONDO:0004604
Disease.txt,MONDO:0004653,19,(dropped),dropped,0,1,MEDDRA:10054651
Disease.txt,MONDO:0004653,19,MONDO:0004653,kept,18,18,DOID:0060597;ICD10:C92.2;ICD9:205.2;MEDDRA:10028554;MEDDRA:10028559
Disease.txt,MONDO:0004684,15,(dropped),dropped,0,1,MEDDRA:10035154
Disease.txt,MONDO:0004684,15,MONDO:0004684,kept,14,14,DOID:8936;EFO:1000481;ICD10:M72.2;ICD9:728.71;MEDDRA:10071740
Disease.txt,MONDO:0004933,15,(dropped),dropped,0,1,MEDDRA:10021076
Disease.txt,MONDO:0004933,15,MONDO:0004933,kept,14,14,DOID:9955;HP:0004383;ICD10:Q23.4;ICD9:746.7;MESH:D018636
Disease.txt,MONDO:0004948,30,(dropped),dropped,0,1,MEDDRA:10008958
Disease.txt,MONDO:0004948,30,MONDO:0004948,kept,29,29,DOID:1040;EFO:0000095;HP:0005550;ICD10:C91.10;ICD9:204.1
Disease.txt,MONDO:0004976,15,(dropped),dropped,0,1,MEDDRA:10002026
Disease.txt,MONDO:0004976,15,MONDO:0004976,kept,14,14,DOID:332;HP:0007354;ICD10:G12.21;ICD9:335.20;KEGG.DISEASE:05014
Disease.txt,MONDO:0004977,18,(dropped),dropped,0,1,MEDDRA:10002449
Disease.txt,MONDO:0004977,18,MONDO:0004977,kept,17,17,DOID:0111147;EFO:0000255;ICD10:C86.5;MEDDRA:10002450;MEDDRA:10002451
Disease.txt,MONDO:0004994,22,(dropped),dropped,0,1,MEDDRA:10007636
Disease.txt,MONDO:0004994,22,MONDO:0004994,kept,21,21,DOID:0050700;EFO:0000318;HP:0001638;ICD10:I42;ICD9:425
Disease.txt,MONDO:0005021,16,(dropped),dropped,0,1,MEDDRA:10056370
Disease.txt,MONDO:0005021,16,MONDO:0005021,kept,15,15,DOID:12930;EFO:0000407;HP:0001644;KEGG.DISEASE:05414;MEDDRA:10010681
Disease.txt,MONDO:0005029,18,(dropped),dropped,0,1,MEDDRA:10015493
Disease.txt,MONDO:0005029,18,MONDO:0005029,kept,17,17,DOID:2224;EFO:0000479;ICD10:D47.3;ICD9:238.71;MEDDRA:10015494
Disease.txt,MONDO:0005033,14,(dropped),dropped,0,1,MEDDRA:10017709
Disease.txt,MONDO:0005033,14,MONDO:0005033,kept,13,13,DOID:4817;EFO:0000500;HP:0003005;MONDO:0005033;NCIT:C3049
Disease.txt,MONDO:0005035,12,(dropped),dropped,0,1,MEDDRA:10017708
Disease.txt,MONDO:0005035,12,MONDO:0005035,kept,11,11,DOID:4163;EFO:0000502;HP:0006747;MESH:D018305;MONDO:0005035
Disease.txt,MONDO:0005045,19,(dropped),dropped,0,1,MEDDRA:10020871
Disease.txt,MONDO:0005045,19,MONDO:0005045,kept,18,18,DOID:11984;EFO:0000538;HP:0001639;ICD9:425.1;KEGG.DISEASE:05410
Disease.txt,MONDO:0005055,79,(dropped),dropped,0,1,MEDDRA:10023284
Disease.txt,MONDO:0005055,79,MONDO:0005055,kept,78,78,DOID:8632;EFO:0000558;HP:0100726;ICD10:C46;ICD10:C46.0
Disease.txt,MONDO:0005058,15,(dropped),dropped,0,1,MEDDRA:10024189
Disease.txt,MONDO:0005058,15,MONDO:0005058,kept,14,14,DOID:1967;EFO:0000564;HP:0100243;MEDDRA:10024190;MEDDRA:10024193
Disease.txt,MONDO:0005060,15,(dropped),dropped,0,1,MEDDRA:10024627
Disease.txt,MONDO:0005060,15,MONDO:0005060,kept,14,14,DOID:3382;EFO:0000569;HP:0012034;MEDDRA:10024628;MEDDRA:10024631
Disease.txt,MONDO:0005072,14,(dropped),dropped,0,1,MEDDRA:10029260
Disease.txt,MONDO:0005072,14,MONDO:0005072,kept,13,13,DOID:769;EFO:0000621;HP:0003006;MEDDRA:10029261;MESH:D009447
Disease.txt,MONDO:0005077,12,(dropped),dropped,0,1,MEDDRA:10034738
Disease.txt,MONDO:0005077,12,MONDO:0005077,kept,11,11,DOID:1116;EFO:0000650;KEGG.DISEASE:05133;MEDDRA:10047976;MESH:D014917
Disease.txt,MONDO:0005081,17,(dropped),dropped,0,1,MEDDRA:10036485
Disease.txt,MONDO:0005081,17,MONDO:0005081,kept,16,16,DOID:10591;EFO:0000668;HP:0100602;ICD10:O14;MEDDRA:10036492
Disease.txt,MONDO:0005086,18,(dropped),dropped,0,1,MEDDRA:10067946
Disease.txt,MONDO:0005086,18,MONDO:0005086,kept,17,17,DOID:4450;EFO:0000681;HP:0005584;MEDDRA:10001174;MEDDRA:10038401
Disease.txt,MONDO:0005091,14,(dropped),dropped,0,1,MEDDRA:10061982
Disease.txt,MONDO:0005091,14,MONDO:0005091,kept,13,13,DOID:2945;EFO:0000694;ICD10:J12.81;ICD9:079.82;MEDDRA:10061986
Disease.txt,MONDO:0005100,16,(dropped),dropped,0,1,MEDDRA:10042953
Disease.txt,MONDO:0005100,16,MONDO:0005100,kept,15,15,DOID:418;EFO:0000717;ICD10:M34.0;ICD9:710.1;MEDDRA:10036814
Disease.txt,MONDO:0005116,13,(dropped),dropped,0,1,MEDDRA:10047931
Disease.txt,MONDO:0005116,13,MONDO:0005116,kept,12,12,DOID:8476;EFO:0000775;ICD10:K90.81;ICD9:040.2;MEDDRA:10047933
Disease.txt,MONDO:0005124,17,(dropped),dropped,0,1,MEDDRA:10024229
Disease.txt,MONDO:0005124,17,MONDO:0005124,kept,16,16,DOID:1024;EFO:0001054;ICD10:A30;ICD9:030;MEDDRA:10019138
Disease.txt,MONDO:0005136,19,(dropped),dropped,0,1,MEDDRA:10025487
Disease.txt,MONDO:0005136,19,MONDO:0005136,kept,18,18,DOID:12365;EFO:0001068;ICD10:B54;ICD9:084;MEDDRA:10025489
Disease.txt,MONDO:0005164,19,(dropped),dropped,0,1,MEDDRA:10016632
Disease.txt,MONDO:0005164,19,MONDO:0005164,kept,18,18,DOID:3355;EFO:0002087;HP:0100244;MEDDRA:10016634;MEDDRA:10016637
Disease.txt,MONDO:0005201,13,(dropped),dropped,0,1,MEDDRA:10038748
Disease.txt,MONDO:0005201,13,MONDO:0005201,kept,12,12,DOID:397;EFO:0002630;HP:0001723;ICD10:I42.5;MESH:D002313
Disease.txt,MONDO:0005210,11,(dropped),dropped,0,1,MEDDRA:10039497
Disease.txt,MONDO:0005210,11,MONDO:0005210,kept,10,10,DOID:5165;EFO:0002914;MEDDRA:10046821;MONDO:0005210;NCIT:C6339
Disease.txt,MONDO:0005212,15,(dropped),dropped,0,1,MEDDRA:10039022
Disease.txt,MONDO:0005212,15,MONDO:0005212,kept,14,14,DOID:3247;EFO:0002918;HP:0002859;MEDDRA:10039023;MEDDRA:10039024
Disease.txt,MONDO:0005272,18,(dropped),dropped,0,1,MEDDRA:10038269
Disease.txt,MONDO:0005272,18,MONDO:0005272,kept,17,17,EFO:0003802;HP:0005505;MEDDRA:10002311;MEDDRA:10038273;MEDDRA:10055722
Disease.txt,MONDO:0005361,13,(dropped),dropped,0,1,MEDDRA:10064212
Disease.txt,MONDO:0005361,13,MONDO:0005361,kept,12,12,DOID:13922;EFO:0004232;HP:0410151;ICD10:K20.0;ICD9:530.13
Disease.txt,MONDO:0005388,26,(dropped),dropped,0,2,MEDDRA:10004661;MEDDRA:10019137
Disease.txt,MONDO:0005388,26,MONDO:0005388,kept,24,24,DOID:12236;EFO:0004267;EFO:1001486;HP:0002613;ICD10:K74.3
Disease.txt,MONDO:0005459,15,(dropped),dropped,0,1,MEDDRA:10001461
Disease.txt,MONDO:0005459,15,MONDO:0005459,kept,14,14,DOID:10112;EFO:0005225;ICD10:B56;ICD9:086.5;KEGG.DISEASE:05143
Disease.txt,MONDO:0005498,12,(dropped),dropped,0,1,MEDDRA:10006041
Disease.txt,MONDO:0005498,12,MONDO:0005498,kept,11,11,DOID:11976;EFO:0005542;ICD10:A05.1;MEDDRA:10009656;MESH:D001906
Disease.txt,MONDO:0005502,16,(dropped),dropped,0,1,MEDDRA:10012310
Disease.txt,MONDO:0005502,16,MONDO:0005502,kept,15,15,DOID:12205;EFO:0005547;ICD10:A90;ICD9:061;MEDDRA:10012309
Disease.txt,MONDO:0005504,21,(dropped),dropped,0,1,MEDDRA:10013023
Disease.txt,MONDO:0005504,21,MONDO:0005504,kept,20,20,DOID:11405;EFO:0005549;MEDDRA:10011210;MEDDRA:10011212;MEDDRA:10013025
Disease.txt,MONDO:0005507,13,(dropped),dropped,0,1,MEDDRA:10067807
Disease.txt,MONDO:0005507,13,MONDO:0005507,kept,12,12,DOID:8602;EFO:0005557;ICD10:C03;ICD9:143;MEDDRA:10025565
Disease.txt,MONDO:0005512,12,(dropped),dropped,0,1,MEDDRA:10056558
Disease.txt,MONDO:0005512,12,MONDO:0005512,kept,11,11,DOID:1788;EFO:0005567;ICD10:C45.1;MEDDRA:10034669;MONDO:0005512
Disease.txt,MONDO:0005526,14,(dropped),dropped,0,1,MEDDRA:10043376
Disease.txt,MONDO:0005526,14,MONDO:0005526,kept,13,13,DOID:11338;EFO:0005593;ICD10:A35;ICD9:037;MEDDRA:10009663
Disease.txt,MONDO:0005534,6,(dropped),dropped,0,1,MEDDRA:10062647
Disease.txt,MONDO:0005534,6,MONDO:0005534,kept,5,5,DOID:0060190;EFO:0005624;MONDO:0005534;UMLS:C0949272;medgen:184943
Disease.txt,MONDO:0005571,17,(dropped),dropped,0,1,MEDDRA:10036051
Disease.txt,MONDO:0005571,17,MONDO:0005571,kept,16,16,DOID:8432;EFO:0005804;HP:0001901;MEDDRA:10036055;MEDDRA:10036058
Disease.txt,MONDO:0005615,16,(dropped),dropped,0,1,MEDDRA:10035484
Disease.txt,MONDO:0005615,16,MONDO:0005615,kept,15,15,DOID:3721;EFO:0006738;HP:0011857;ICD10:C90.3;MEDDRA:10035229
Disease.txt,MONDO:0005629,10,(dropped),dropped,0,1,MEDDRA:10069408
Disease.txt,MONDO:0005629,10,MONDO:0005629,kept,9,9,EFO:0007126;MEDDRA:10074137;MESH:D015823;MONDO:0005629;NCIT:C50450
Disease.txt,MONDO:0005645,11,(dropped),dropped,0,1,MEDDRA:10002255
Disease.txt,MONDO:0005645,11,MONDO:0005645,kept,10,10,DOID:12841;EFO:0007145;ICD10:B76.0;MESH:D000724;MONDO:0005645
Disease.txt,MONDO:0005657,16,(dropped),dropped,0,1,MEDDRA:10003488
Disease.txt,MONDO:0005657,16,MONDO:0005657,kept,15,15,DOID:13564;EFO:0007157;ICD10:B44;ICD9:117.3;MEDDRA:10003486
Disease.txt,MONDO:0005661,14,(dropped),dropped,0,1,MEDDRA:10003965
Disease.txt,MONDO:0005661,14,MONDO:0005661,kept,13,13,DOID:9643;EFO:0007162;ICD10:B60.0;ICD9:088.82;MEDDRA:10003964
Disease.txt,MONDO:0005662,13,(dropped),dropped,0,1,MEDDRA:10004080
Disease.txt,MONDO:0005662,13,MONDO:0005662,kept,12,12,DOID:12386;EFO:0007163;ICD10:A07.0;ICD9:007.0;MESH:D001447
Disease.txt,MONDO:0005668,11,(dropped),dropped,0,1,MEDDRA:10004941
Disease.txt,MONDO:0005668,11,MONDO:0005668,kept,10,10,DOID:13891;ICD10:J67.2;ICD9:495.2;MEDDRA:10004942;MESH:D001716
Disease.txt,MONDO:0005683,17,(dropped),dropped,0,1,MEDDRA:10006500
Disease.txt,MONDO:0005683,17,MONDO:0005683,kept,16,16,DOID:11077;EFO:0007185;ICD10:A23;ICD9:023;MEDDRA:10006495
Disease.txt,MONDO:0005692,14,(dropped),dropped,0,1,MEDDRA:10007729
Disease.txt,MONDO:0005692,14,MONDO:0005692,kept,13,13,DOID:11258;EFO:0007195;ICD10:A28.1;ICD9:078.3;MEDDRA:10007730
Disease.txt,MONDO:0005706,21,(dropped),dropped,0,1,MEDDRA:10009825
Disease.txt,MONDO:0005706,21,MONDO:0005706,kept,20,20,DOID:13450;EFO:0007211;HP:0032249;ICD10:B38;ICD9:114
Disease.txt,MONDO:0005708,9,(dropped),dropped,0,1,MEDDRA:10010022
Disease.txt,MONDO:0005708,9,MONDO:0005708,kept,8,8,DOID:4885;ICD10:A93.2;MESH:D003121;MONDO:0005708;SNOMEDCT:6452009
Disease.txt,MONDO:0005711,26,(dropped),dropped,0,1,MEDDRA:10010439
Disease.txt,MONDO:0005711,26,MONDO:0005711,kept,25,25,DOID:3827;EFO:0007216;EFO:0008561;HP:0000776;MEDDRA:10012713
Disease.txt,MONDO:0005715,11,(dropped),dropped,0,1,MEDDRA:10010652
Disease.txt,MONDO:0005715,11,MONDO:0005715,kept,10,10,DOID:13336;EFO:0007220;ICD10:P37.1;MESH:D014125;MONDO:0005715
Disease.txt,MONDO:0005724,17,(dropped),dropped,0,1,MEDDRA:10011490
Disease.txt,MONDO:0005724,17,MONDO:0005724,kept,16,16,DOID:12053;EFO:0007229;ICD10:B45;ICD9:117.5;MEDDRA:10006837
Disease.txt,MONDO:0005736,14,(dropped),dropped,0,1,MEDDRA:10014587
Disease.txt,MONDO:0005736,14,MONDO:0005736,kept,13,13,DOID:10841;EFO:0007242;ICD10:A83.2;ICD9:062.2;MEDDRA:10014060
Disease.txt,MONDO:0005737,14,(dropped),dropped,0,1,MEDDRA:10014071
Disease.txt,MONDO:0005737,14,MONDO:0005737,kept,13,13,DOID:4325;EFO:0007243;ICD10:A98.4;MEDDRA:10014072;MEDDRA:10014074
Disease.txt,MONDO:0005744,13,(dropped),dropped,0,1,MEDDRA:10048251
Disease.txt,MONDO:0005744,13,MONDO:0005744,kept,12,12,DOID:1911;EFO:0007252;MEDDRA:10014718;MEDDRA:10062419;MESH:D018240
Disease.txt,MONDO:0005761,14,(dropped),dropped,0,1,MEDDRA:10016675
Disease.txt,MONDO:0005761,14,MONDO:0005761,kept,13,13,DOID:12211;EFO:0007272;MEDDRA:10014473;MEDDRA:10025229;MESH:D004605
Disease.txt,MONDO:0005773,9,(dropped),dropped,0,1,MEDDRA:10048608
Disease.txt,MONDO:0005773,9,MONDO:0005773,kept,8,8,DOID:4969;EFO:0007285;MESH:D005862;MONDO:0005773;SNOMEDCT:36785009
Disease.txt,MONDO:0005802,13,(dropped),dropped,0,1,MEDDRA:10020546
Disease.txt,MONDO:0005802,13,MONDO:0005802,kept,12,12,DOID:10074;EFO:0007317;ICD10:B71.0;ICD9:123.6;MEDDRA:10020547
Disease.txt,MONDO:0005817,11,(dropped),dropped,0,1,MEDDRA:10066431
Disease.txt,MONDO:0005817,11,MONDO:0005817,kept,10,10,DOID:2510;EFO:0007335;MESH:D020232;MONDO:0005817;NCIT:C84802
Disease.txt,MONDO:0005820,11,(dropped),dropped,0,1,MEDDRA:10023927
Disease.txt,MONDO:0005820,11,MONDO:0005820,kept,10,10,DOID:9537;EFO:0007338;ICD10:A96.2;MESH:D007835;MONDO:0005820
Disease.txt,MONDO:0005823,12,(dropped),dropped,0,1,MEDDRA:10061266
Disease.txt,MONDO:0005823,12,MONDO:0005823,kept,11,11,DOID:10458;EFO:0007342;MEDDRA:10024179;MEDDRA:10050919;MESH:D007876
Disease.txt,MONDO:0005825,18,(dropped),dropped,0,1,MEDDRA:10024238
Disease.txt,MONDO:0005825,18,MONDO:0005825,kept,17,17,DOID:2297;EFO:0007344;ICD10:A27;ICD10:A27.0;ICD9:100
Disease.txt,MONDO:0005828,16,(dropped),dropped,0,1,MEDDRA:10024641
Disease.txt,MONDO:0005828,16,MONDO:0005828,kept,15,15,DOID:11573;EFO:0007347;ICD10:A32;MEDDRA:10024638;MEDDRA:10024639
Disease.txt,MONDO:0005846,12,(dropped),dropped,0,1,MEDDRA:10053982
Disease.txt,MONDO:0005846,12,MONDO:0005846,kept,11,11,DOID:4271;EFO:0007366;ICD10:B60.8;MESH:D016881;MONDO:0005846
Disease.txt,MONDO:0005851,11,(dropped),dropped,0,1,MEDDRA:10049567
Disease.txt,MONDO:0005851,11,MONDO:0005851,kept,10,10,DOID:12889;EFO:0007371;MEDDRA:10076684;MESH:D019846;MONDO:0005851
Disease.txt,MONDO:0005854,14,(dropped),dropped,0,1,MEDDRA:10027754
Disease.txt,MONDO:0005854,14,MONDO:0005854,kept,13,13,DOID:3492;EFO:0007374;ICD10:M35.1;MEDDRA:10026975;MEDDRA:10049231
Disease.txt,MONDO:0005894,16,(dropped),dropped,0,1,MEDDRA:10061906
Disease.txt,MONDO:0005894,16,MONDO:0005894,kept,15,15,DOID:12662;EFO:0007417;ICD10:B41;ICD9:116.1;MEDDRA:10033766
Disease.txt,MONDO:0005942,12,(dropped),dropped,0,1,MEDDRA:10039012
Disease.txt,MONDO:0005942,12,MONDO:0005942,kept,11,11,DOID:14525;EFO:0007467;ICD10:G93.7;ICD9:331.81;MESH:D012202
Disease.txt,MONDO:0005968,13,(dropped),dropped,0,1,MEDDRA:10041736
Disease.txt,MONDO:0005968,13,MONDO:0005968,kept,12,12,DOID:14484;EFO:0007494;ICD10:B42;ICD9:117.1;MEDDRA:10041737
Disease.txt,MONDO:0005969,13,(dropped),dropped,0,1,MEDDRA:10041896
Disease.txt,MONDO:0005969,13,MONDO:0005969,kept,12,12,DOID:10845;EFO:0007495;ICD10:A83.3;ICD9:062.3;MEDDRA:10041898
Disease.txt,MONDO:0005974,15,(dropped),dropped,0,1,MEDDRA:10042254
Disease.txt,MONDO:0005974,15,MONDO:0005974,kept,14,14,DOID:10955;EFO:0007501;ICD10:B78;ICD9:127.2;MEDDRA:10080496
Disease.txt,MONDO:0005976,14,(dropped),dropped,0,1,MEDDRA:10062120
Disease.txt,MONDO:0005976,14,MONDO:0005976,kept,13,13,DOID:4166;EFO:0007504;ICD10:A51.0;MEDDRA:10042882;MEDDRA:10042896
Disease.txt,MONDO:0005979,11,(dropped),dropped,0,1,MEDDRA:10048627
Disease.txt,MONDO:0005979,11,MONDO:0005979,kept,10,10,DOID:3103;EFO:0007507;ICD10:G54.0;MESH:D013901;MONDO:0005979
Disease.txt,MONDO:0005988,13,(dropped),dropped,0,1,MEDDRA:10044269
Disease.txt,MONDO:0005988,13,MONDO:0005988,kept,12,12,DOID:9790;EFO:0007516;ICD10:B83.0;MEDDRA:10044268;MESH:D014120
Disease.txt,MONDO:0005991,13,(dropped),dropped,0,1,MEDDRA:10044582
